GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|GOVEMPFUNCT|GOVEMPFUNCT_TTL|EMPFT|EMPFT_F|PAYANNFT|PAYANNFT_F|EMPPT|EMPPT_F|PAYANNPT|PAYANNPT_F|HRSPT|HRSPT_F|EMPFTE|EMPFTE_F|EMP|EMP_F|PAYANN|PAYANN_F
02|08|0400000US08|Colorado||2016|14822|Education - Higher Education Other|16809||86540123||28172||35370087||2177417||29933||44981||121910210|
02|08|0400000US08|Colorado||2016|1483|Education - Other|1173||6289082||1151||1367980||90852||1687||2324||7657062|
02|08|0400000US08|Colorado||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|08|0400000US08|Colorado||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|08|0400000US08|Colorado||2016|1580|All other and unallocable|2445||13918422||78||239116||12418||2515||2523||14157538|
02|09|0400000US09|Connecticut||2016|1000|Total - All Government Employment Functions|52844||335832459||24295||45520073||1687584||62863||77139||381352532|
02|09|0400000US09|Connecticut||2016|1020|Financial Administration|1730||10714817||69||194606||6247||1765||1799||10909423|
02|09|0400000US09|Connecticut||2016|1040|Other Government Administration|1454||9361908||220||831821||26374||1602||1674||10193729|
02|09|0400000US09|Connecticut||2016|1060|Judicial and Legal|5904||28493837||317||860974||14757||5988||6221||29354811|
02|09|0400000US09|Connecticut||2016|1100|Police Protection Total|1905||14061411||237||167485||5989||1938||2142||14228896|
02|09|0400000US09|Connecticut||2016|1101|Police Protection - Persons with Power of Arrest|1250||10156079||3||3683||179||1251||1253||10159762|
02|09|0400000US09|Connecticut||2016|1102|Police Protection - Other|655||3905332||234||163802||5810||687||889||4069134|
02|09|0400000US09|Connecticut||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1140|Corrections|5765||33996905||69||249707||5986||5799||5834||34246612|
02|09|0400000US09|Connecticut||2016|1160|Highways|3386||18552816||6||28972||892||3391||3392||18581788|
02|09|0400000US09|Connecticut||2016|1180|Air Transportation|146||1025276||0||0||0||146||146||1025276|
02|09|0400000US09|Connecticut||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1220|Public Welfare|5181||33074308||431||1893719||61843||5530||5612||34968027|
02|09|0400000US09|Connecticut||2016|1240|Health|3635||22295168||453||1815956||42018||3872||4088||24111124|
02|09|0400000US09|Connecticut||2016|1260|Hospitals|4999||33633557||1762||8460364||271794||6534||6761||42093921|
02|09|0400000US09|Connecticut||2016|1280|Social Insurance Administration|564||3903958||1||2166||89||565||565||3906124|
02|09|0400000US09|Connecticut||2016|1300|Solid Waste Management|40||291652||3||8470||443||43||43||300122|
02|09|0400000US09|Connecticut||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1340|Parks and Recreation|160||916287||15||28026||1198||167||175||944313|
02|09|0400000US09|Connecticut||2016|1360|Housing and Community Development|48||307815||0||0||0||48||48||307815|
02|09|0400000US09|Connecticut||2016|1380|Natural Resources|640||3937155||76||181514||6338||676||716||4118669|
02|09|0400000US09|Connecticut||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1480|Education Total|15038||106860370||20297||30216829||1218617||22410||35335||137077199|
02|09|0400000US09|Connecticut||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1482|Education - Higher Education Total|12456||91323874||19293||27497302||1124913||19298||31749||118821176|
02|09|0400000US09|Connecticut||2016|14821|Education - Higher Education Instructional|4525||40115770||7646||16434058||464404||7361||12171||56549828|
02|09|0400000US09|Connecticut||2016|14822|Education - Higher Education Other|7931||51208104||11647||11063244||660509||11937||19578||62271348|
02|09|0400000US09|Connecticut||2016|1483|Education - Other|2582||15536496||1004||2719527||93704||3112||3586||18256023|
02|09|0400000US09|Connecticut||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|09|0400000US09|Connecticut||2016|1580|All other and unallocable|2249||14405219||339||579464||24999||2389||2588||14984683|
02|10|0400000US10|Delaware||2016|1000|Total - All Government Employment Functions|22628||105117321||8031||12030884||539941||25881||30659||117148205|
02|10|0400000US10|Delaware||2016|1020|Financial Administration|818||2644264||21||22003||1284||826||839||2666267|
02|10|0400000US10|Delaware||2016|1040|Other Government Administration|402||1745916||152||175238||4063||426||554||1921154|
02|10|0400000US10|Delaware||2016|1060|Judicial and Legal|1786||8447254||49||96126||5204||1818||1835||8543380|
02|10|0400000US10|Delaware||2016|1100|Police Protection Total|1088||7251431||12||25708||1262||1095||1100||7277139|
02|10|0400000US10|Delaware||2016|1101|Police Protection - Persons with Power of Arrest|862||6154151||5||7938||520||865||867||6162089|
02|10|0400000US10|Delaware||2016|1102|Police Protection - Other|226||1097280||7||17770||742||230||233||1115050|
02|10|0400000US10|Delaware||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1140|Corrections|2904||12243902||40||59487||4322||2930||2944||12303389|
02|10|0400000US10|Delaware||2016|1160|Highways|1518||4984481||0||0||0||1518||1518||4984481|
02|10|0400000US10|Delaware||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1200|Water Transport and Terminals|280||1183652||0||0||0||280||280||1183652|
02|10|0400000US10|Delaware||2016|1220|Public Welfare|1308||4780658||115||244920||13670||1391||1423||5025578|
02|10|0400000US10|Delaware||2016|1240|Health|2040||7931167||177||329133||18425||2149||2217||8260300|
02|10|0400000US10|Delaware||2016|1260|Hospitals|1271||4624550||101||194820||9278||1327||1372||4819370|
02|10|0400000US10|Delaware||2016|1280|Social Insurance Administration|307||1009296||19||30799||1213||314||326||1040095|
02|10|0400000US10|Delaware||2016|1300|Solid Waste Management|118||493048||20||33341||2502||133||138||526389|
02|10|0400000US10|Delaware||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1340|Parks and Recreation|312||807450||29||22152||1606||322||341||829602|
02|10|0400000US10|Delaware||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1380|Natural Resources|430||1724105||46||70753||3831||454||476||1794858|
02|10|0400000US10|Delaware||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1460|Transit|889||4031143||26||49339||2580||904||915||4080482|
02|10|0400000US10|Delaware||2016|1480|Education Total|5456||33930263||6900||10406320||455519||8200||12356||44336583|
02|10|0400000US10|Delaware||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1482|Education - Higher Education Total|5135||32020294||6873||10365529||453834||7869||12008||42385823|
02|10|0400000US10|Delaware||2016|14821|Education - Higher Education Instructional|1576||13390242||2741||5372722||159369||2536||4317||18762964|
02|10|0400000US10|Delaware||2016|14822|Education - Higher Education Other|3559||18630052||4132||4992807||294465||5333||7691||23622859|
02|10|0400000US10|Delaware||2016|1483|Education - Other|321||1909969||27||40791||1685||331||348||1950760|
02|10|0400000US10|Delaware||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|10|0400000US10|Delaware||2016|1580|All other and unallocable|1701||7284741||324||270745||15182||1794||2025||7555486|
02|12|0400000US12|Florida||2016|1000|Total - All Government Employment Functions|159594||698926894||49279||61642992||3338781||178571||208873||760569886|
02|12|0400000US12|Florida||2016|1020|Financial Administration|6260||22620482||154||193441||14280||6343||6414||22813923|
02|12|0400000US12|Florida||2016|1040|Other Government Administration|1846||8654990||292||239620||16933||1942||2138||8894610|
02|12|0400000US12|Florida||2016|1060|Judicial and Legal|19181||80377652||691||1222448||64329||19544||19872||81600100|
02|12|0400000US12|Florida||2016|1100|Police Protection Total|4098||16144497||312||471329||19093||4206||4410||16615826|
02|12|0400000US12|Florida||2016|1101|Police Protection - Persons with Power of Arrest|2246||9555918||160||225587||5620||2278||2406||9781505|
02|12|0400000US12|Florida||2016|1102|Police Protection - Other|1852||6588579||152||245742||13473||1928||2004||6834321|
02|12|0400000US12|Florida||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1140|Corrections|23547||71305287||193||210609||14750||23631||23740||71515896|
02|12|0400000US12|Florida||2016|1160|Highways|6217||28607779||63||47972||3063||6235||6280||28655751|
02|12|0400000US12|Florida||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1220|Public Welfare|9102||27683799||267||293200||21263||9222||9369||27976999|
02|12|0400000US12|Florida||2016|1240|Health|15493||52424130||939||2153787||101823||16068||16432||54577917|
02|12|0400000US12|Florida||2016|1260|Hospitals|3969||13171722||63||129207||5600||4001||4032||13300929|
02|12|0400000US12|Florida||2016|1280|Social Insurance Administration|2677||9170347||64||105729||6053||2711||2741||9276076|
02|12|0400000US12|Florida||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1340|Parks and Recreation|1116||2873295||360||313071||26649||1267||1476||3186366|
02|12|0400000US12|Florida||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1380|Natural Resources|7533||26546846||734||816139||58932||7867||8267||27362985|
02|12|0400000US12|Florida||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1460|Transit|703||3376918||88||138117||11514||768||791||3515035|
02|12|0400000US12|Florida||2016|1480|Education Total|51961||314899008||44664||54845996||2945105||68707||96625||369745004|
02|12|0400000US12|Florida||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1482|Education - Higher Education Total|49156||304901410||44385||54637491||2932488||65830||93541||359538901|
02|12|0400000US12|Florida||2016|14821|Education - Higher Education Instructional|14118||150954903||16532||31655717||1201709||20932||30650||182610620|
02|12|0400000US12|Florida||2016|14822|Education - Higher Education Other|35038||153946507||27853||22981774||1730779||44898||62891||176928281|
02|12|0400000US12|Florida||2016|1483|Education - Other|2805||9997598||279||208505||12617||2877||3084||10206103|
02|12|0400000US12|Florida||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|12|0400000US12|Florida||2016|1580|All other and unallocable|5891||21070142||395||462327||29394||6059||6286||21532469|
02|13|0400000US13|Georgia||2016|1000|Total - All Government Employment Functions|112660||479920279||50877||49625041||2741863||128151||163537||529545320|
02|13|0400000US13|Georgia||2016|1020|Financial Administration|2985||11777722||260||413677||28333||3145||3245||12191399|
02|13|0400000US13|Georgia||2016|1040|Other Government Administration|1283||4655368||32||46172||4879||1311||1315||4701540|
02|13|0400000US13|Georgia||2016|1060|Judicial and Legal|3481||15871102||90||160785||7163||3521||3571||16031887|
02|13|0400000US13|Georgia||2016|1100|Police Protection Total|2559||10130972||66||86738||5853||2593||2625||10217710|
02|13|0400000US13|Georgia||2016|1101|Police Protection - Persons with Power of Arrest|1476||5620168||1||1571||93||1477||1477||5621739|
02|13|0400000US13|Georgia||2016|1102|Police Protection - Other|1083||4510804||65||85167||5760||1116||1148||4595971|
02|13|0400000US13|Georgia||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1140|Corrections|15792||44320372||795||1630178||69213||16184||16587||45950550|
02|13|0400000US13|Georgia||2016|1160|Highways|4046||14078540||166||134997||14392||4127||4212||14213537|
02|13|0400000US13|Georgia||2016|1180|Air Transportation|2||9524||0||0||0||2||2||9524|
02|13|0400000US13|Georgia||2016|1200|Water Transport and Terminals|1107||8054631||0||0||0||1107||1107||8054631|
02|13|0400000US13|Georgia||2016|1220|Public Welfare|6760||20331038||9||12065||420||6762||6769||20343103|
02|13|0400000US13|Georgia||2016|1240|Health|3600||14933144||58||131430||5049||3628||3658||15064574|
02|13|0400000US13|Georgia||2016|1260|Hospitals|7444||28680688||252||487911||18647||7549||7696||29168599|
02|13|0400000US13|Georgia||2016|1280|Social Insurance Administration|1691||4258373||87||132013||8435||1739||1778||4390386|
02|13|0400000US13|Georgia||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1340|Parks and Recreation|2799||7323640||999||1148190||120841||3481||3798||8471830|
02|13|0400000US13|Georgia||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1380|Natural Resources|4364||16287417||1223||1377769||88476||4864||5587||17665186|
02|13|0400000US13|Georgia||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1480|Education Total|52695||270728697||46659||43643086||2356363||66007||99354||314371783|
02|13|0400000US13|Georgia||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|13|0400000US13|Georgia||2016|1482|Education - Higher Education Total|50233||258846480||46525||43357665||2347560||63496||96758||302204145|
02|13|0400000US13|Georgia||2016|14821|Education - Higher Education Instructional|15546||103925660||17855||26475402||1022416||21320||33401||130401062|
02|13|0400000US13|Georgia||2016|14822|Education - Higher Education Other|34687||154920820||28670||16882263||1325144||42176||63357||171803083|
02|13|0400000US13|Georgia||2016|1483|Education - Other|2462||11882217||134||285421||8803||2511||2596||12167638|
